group,Channels
ext,DEᶫᶹ™: JUKEBOX,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67290
ext,DEᶫᶹ™: CLASSICA,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67291
ext,DEᶫᶹ™: MTV HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67292

group,DEᶫᶹ™: DOKUMENTAR
ext,===== DEᶫᶹ™: DOKUMENTAR =====,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67293
ext,DEᶫᶹ™: DISCOVERY HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67294
ext,DEᶫᶹ™: E! ENTERTAINMENT HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67295
ext,DEᶫᶹ™: HISTORY HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67296
ext,DEᶫᶹ™: NATGEO HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67297
ext,DEᶫᶹ™: NAT GEO WILD HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67298
ext,DEᶫᶹ™: TLC HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67299
ext,DEᶫᶹ™: RTL LIVING,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67300
ext,DEᶫᶹ™: SPIEGEL GESCHICHTE HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67301
ext,DEᶫᶹ™: DELUXE MUSIC HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67302

group,DEᶫᶹ™: REGIONALEN
ext,===== DEᶫᶹ™: REGIONALEN =====,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67303
ext,DEᶫᶹ™: 123TV HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67304
ext,DEᶫᶹ™: HSE24 EXTRA HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67305
ext,DEᶫᶹ™: HSE24 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67306
ext,DEᶫᶹ™: JUWELO HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67307
ext,DEᶫᶹ™: MDR S-ANHALT HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67308
ext,DEᶫᶹ™: MDR SACHSEN HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67309
ext,DEᶫᶹ™: NDR FS HH HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67310
ext,DEᶫᶹ™: NDR FS MV HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67311
ext,DEᶫᶹ™: NDR FS NDS HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67312
ext,DEᶫᶹ™: NDR FS SH HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67313
ext,DEᶫᶹ™: NITRO,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67314
ext,DEᶫᶹ™: PEARL.TV HD SHOP,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67315
ext,DEᶫᶹ™: QVC HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67316
ext,DEᶫᶹ™: QVC2 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67317
ext,DEᶫᶹ™: SERVUSTV HD DEUTSCHLAND,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67318
ext,DEᶫᶹ™: RBB BERLIN HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67319
ext,DEᶫᶹ™: RBB BRANDENBURG HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67320
ext,DEᶫᶹ™: SONNENKLAR.TV HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67321
ext,DEᶫᶹ™: SWR FERNSEHEN BW,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67322
ext,DEᶫᶹ™: WDR HD AACHEN,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67323
ext,DEᶫᶹ™: WDR HD BONN,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67324
ext,DEᶫᶹ™: WDR HD DUISBURG,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67325
ext,DEᶫᶹ™: WDR HD WUPPERTAL,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67326

group,DEᶫᶹ™: JUGEND
ext,===== DEᶫᶹ™: JUGEND =====,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67327
ext,DEᶫᶹ™: BOOMERANG,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67328
ext,DEᶫᶹ™: SUPER RTL,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67329
ext,DEᶫᶹ™: CARTOON NETWORK,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67330
ext,DEᶫᶹ™: DISNEY CHANNEL HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67331
ext,DEᶫᶹ™: KIKA,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67332
ext,DEᶫᶹ™: DISNEY CINEMAGIC HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67333
ext,DEᶫᶹ™: DISNEY JUNIOR HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67334
ext,DEᶫᶹ™: COMEDY CENTRAL,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67335
ext,DEᶫᶹ™: NICK+ /MTV,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67336

group,DEᶫᶹ™: NACHRICHTEN
ext,===== DEᶫᶹ™: NACHRICHTEN =====,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67337
ext,DEᶫᶹ™: N-TV,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67338
ext,DEᶫᶹ™: N-TV HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67339
ext,DEᶫᶹ™: N24,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67340
ext,DEᶫᶹ™: EURONEWS FRENCH,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67341
ext,DEᶫᶹ™: EURONEWS GERMAN,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67342
ext,DEᶫᶹ™: WELT HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67343

group,DEᶫᶹ™: UNTERHALTUNG
ext,===== DEᶫᶹ™: UNTERHALTUNG =====,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67344
ext,DEᶫᶹ™: SYFY HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67345
ext,DEᶫᶹ™: TNT SERIE HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67346
ext,DEᶫᶹ™: FOX HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67347
ext,DEᶫᶹ™: 13TH STREET HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67348
ext,DEᶫᶹ™: HEIMATKANAL,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67349
ext,DEᶫᶹ™: KINOWELT TV,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67350
ext,DEᶫᶹ™: RTL CRIME HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67351
ext,DEᶫᶹ™: RTL PASSION HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67352
ext,DEᶫᶹ™: ROMANCE TV,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67353
ext,DEᶫᶹ™: ZEE ONE,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67354
ext,DEᶫᶹ™: ZEE ONE HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67355

group,DEᶫᶹ™: KINO HD
ext,===== DEᶫᶹ™: KINO HD =====,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67356
ext,DEᶫᶹ™: SKY 1 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67357
ext,DEᶫᶹ™: SKY ATLANTIC HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67358
ext,DEᶫᶹ™: SKY CINEMA +1 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67359
ext,DEᶫᶹ™: SKY CINEMA +24 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67360
ext,DEᶫᶹ™: SKY CINEMA ACTION HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67361
ext,DEᶫᶹ™: SKY CINEMA ACTION,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67362
ext,DEᶫᶹ™: SKY CINEMA COMEDY,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67363
ext,DEᶫᶹ™: SKY CINEMA EMOTION,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67364
ext,DEᶫᶹ™: SKY CINEMA FAMILY,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67365
ext,DEᶫᶹ™: SKY CINEMA HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67366
ext,DEᶫᶹ™: SKY CINEMA,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67367
ext,DEᶫᶹ™: SKY CINEMA HITS HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67368
ext,DEᶫᶹ™: SKY CINEMA HITS,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67369
ext,DEᶫᶹ™: SKY CINEMA NOSTALGIE,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67370
ext,DEᶫᶹ™: SKY CINEMA FAMILY HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67371
ext,DEᶫᶹ™: SKY KRIMI,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67372
ext,DEᶫᶹ™: TNT COMEDY HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67373
ext,DEᶫᶹ™: TNT FILM HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67374
ext,DEᶫᶹ™: UNIVERSAL CHANNEL HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67375

group,DEᶫᶹ™: SKY SELECT
ext,===== DEᶫᶹ™: SKY SELECT =====,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67376
ext,DEᶫᶹ™: SKY SELECT,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67377
ext,DEᶫᶹ™: SKY SELECT 1 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67378
ext,DEᶫᶹ™: SKY SELECT 2 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67379
ext,DEᶫᶹ™: SKY SELECT 3 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67380
ext,DEᶫᶹ™: SKY SELECT 4 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67381
ext,DEᶫᶹ™: SKY SELECT 5 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67382
ext,DEᶫᶹ™: SKY SELECT 6 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67383
ext,DEᶫᶹ™: SKY SELECT 7 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67384
ext,DEᶫᶹ™: SKY SELECT 8 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67385
ext,DEᶫᶹ™: SKY SELECT 9 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67386
ext,DEᶫᶹ™: ELIT CINEMA 1 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67387
ext,DEᶫᶹ™: ELIT CINEMA 24 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67388
ext,DEᶫᶹ™: ELIT CINEMA ACTION HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67389
ext,DEᶫᶹ™: ELIT CINEMA COMEDY HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67390
ext,DEᶫᶹ™: ELIT CINEMA DRAMA  HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67391
ext,DEᶫᶹ™: ELIT CINEMA FAMILY HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67392
ext,DEᶫᶹ™: ELIT CINEMA HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67393
ext,DEᶫᶹ™: ELIT CINEMA HITS HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67394
ext,DEᶫᶹᴣ: DAS ERSTE (ARD) SD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67395
ext,DEᶫᶹᴣ: ZDF HD (Back Up),http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67396
ext,DEᶫᶹᴣ: RTL SD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67397
ext,DEᶫᶹᴣ: RTL2 SD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67398
ext,DEᶫᶹᴣ: SUPER RTL HD*,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67399
ext,DEᶫᶹᴣ: VOX HD*,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67400
ext,DEᶫᶹᴣ: ARTE HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67401
ext,DEᶫᶹᴣ: TNT FILM HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67402
ext,DEᶫᶹᴣ: RTL 2 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67403
ext,DEᶫᶹᴣ: RTL CRIME,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67404
ext,DEᶫᶹᴣ: RTL HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67405
ext,DEᶫᶹᴣ: RTL NITRO,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67406
ext,DEᶫᶹᴣ: RTL PASSION,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67407
ext,DEᶫᶹᴣ: RTL PLUS,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67408
ext,DEᶫᶹᴣ: SAT 1 GOLD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67409
ext,DEᶫᶹᴣ: SAT 1 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67410
ext,DEᶫᶹᴣ: SIXX HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67411
ext,DEᶫᶹᴣ: SYFY HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67412
ext,DEᶫᶹᴣ: TNT FILM,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67413
ext,DEᶫᶹᴣ: TNT SERIE HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67414
ext,DEᶫᶹᴣ: UNIVERSAL HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67415
ext,DEᶫᶹᴣ: VIVA / COMEDY CENTRAL,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67416
ext,DEᶫᶹᴣ: VOX HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67417
ext,DEᶫᶹᴣ: ZDF,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67418
ext,DEᶫᶹᴣ: TNT COMEDY HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67419
ext,DEᶫᶹᴣ: ZDF NEO,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67420
ext,DEᶫᶹᴣ: 13TH STREET FHD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67421
ext,DEᶫᶹᴣ: 13TH STREET HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67422
ext,DEᶫᶹᴣ: 3 SAT,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67423
ext,DEᶫᶹᴣ: A&E,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67424
ext,DEᶫᶹᴣ: ARTE HD*,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67425
ext,DEᶫᶹᴣ: SPIEGEL GESCHICHTE,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67426
ext,DEᶫᶹᴣ: SUPER RTL HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67427
ext,DEᶫᶹᴣ: PRO 7 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67428
ext,DEᶫᶹᴣ: ROMANCE TV,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67429
ext,DEᶫᶹᴣ: TLC HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67430
ext,DEᶫᶹᴣ: SKY ATLANTIC,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67431
ext,DEᶫᶹᴣ: SKY ONE FHD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67432
ext,DEᶫᶹᴣ: SKY KRIMI HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67433
ext,DEᶫᶹᴣ: SKY CINEMA Best Of FHD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67434
ext,DEᶫᶹᴣ: SKY CINEMA PREMIEREN +24 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67435
ext,DEᶫᶹᴣ: SKY CINEMA PREMIEREN FHD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67436
ext,DEᶫᶹᴣ: SKY CINEMA ACTION FHD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67437
ext,DEᶫᶹᴣ: SKY CINEMA FAMILY FHD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67438
ext,DEᶫᶹᴣ: SKY CINEMA Fun FHD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67439
ext,DEᶫᶹᴣ: SKY CINEMA THRILLER FHD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67440
ext,DEᶫᶹᴣ: SKY CINEMA CLASSIC FHD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67441
ext,DEᶫᶹᴣ: TNT SERIES,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67442
ext,DEᶫᶹᴣ: SKY SELECT 1 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67443
ext,DEᶫᶹᴣ: SKY SELECT 2 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67444
ext,DEᶫᶹᴣ: SKY SELECT 3 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67445
ext,DEᶫᶹᴣ: SKY SELECT 4 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67446
ext,DEᶫᶹᴣ: SKY SELECT 5 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67447
ext,DEᶫᶹᴣ: SKY SELECT 6 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67448
ext,DEᶫᶹᴣ: BOOMERANG,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67449
ext,DEᶫᶹᴣ: CARTOON NETWORK,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67450
ext,DEᶫᶹᴣ: DAS ERSTE (ARD),http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67451
ext,DEᶫᶹᴣ: DAS ERSTE HD (ARD),http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67452
ext,DEᶫᶹᴣ: Deluxe Music HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67453
ext,DEᶫᶹᴣ: DISCOVERY CHANNEL,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67454
ext,DEᶫᶹᴣ: DISCOVERY HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67455
ext,DEᶫᶹᴣ: DISNEY CHANNEL HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67456
ext,DEᶫᶹᴣ: DISNEY CINEMAGIC,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67457
ext,DEᶫᶹᴣ: DISNEY Jr HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67458
ext,DEᶫᶹᴣ: DMAXX HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67459
ext,DEᶫᶹᴣ: E! ENTERTAINMENT,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67460
ext,DEᶫᶹᴣ: EURONEWS (GERMANY),http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67461
ext,DEᶫᶹᴣ: FOX HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67462
ext,DEᶫᶹᴣ: HEIMAT KANAL,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67463
ext,DEᶫᶹᴣ: HISTORY HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67464
ext,DEᶫᶹᴣ: JUKEBOX,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67465
ext,DEᶫᶹᴣ: KABEL 1 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67466
ext,DEᶫᶹᴣ: KABEL EINS DOKU,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67467
ext,DEᶫᶹᴣ: KIKA,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67468
ext,DEᶫᶹᴣ: Disney Cinemagic HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67469
ext,DEᶫᶹᴣ: MOTORVISION,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67470
ext,DEᶫᶹᴣ: MTV,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67471
ext,DEᶫᶹᴣ: N-TV,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67472
ext,DEᶫᶹᴣ: N24,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67473
ext,DEᶫᶹᴣ: NGC (National Geographic),http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67474
ext,DEᶫᶹᴣ:  Nat Geo HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67475
ext,DEᶫᶹᴣ: NGC WILD (National Geo Wild),http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67476
ext,DEᶫᶹᴣ: NGC WILD HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67477
ext,DEᶫᶹᴣ: NICKELODEON,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67478
ext,DEᶫᶹᴣ: PROSIEBEN HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67479
ext,DEᶫᶹᴣ: PROSIEBEN MAXX HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67480
ext,DEᶫᶹᴣ: EUROSPORT 1 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67481
ext,DEᶫᶹᴣ: EUROSPORT 2 HD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67482
ext,DEᶫᶹᴣ: Eurosport 2 HD Xtra,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67483
ext,DEᶫᶹᴣ: FC Bayern,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67484
ext,DEᶫᶹᴣ: SKY BUNDESLIGA 1 FHD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67485
ext,DEᶫᶹᴣ: SKY BUNDESLIGA 10 FHD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67486
ext,DEᶫᶹᴣ: SKY BUNDESLIGA 2 FHD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67487
ext,DEᶫᶹᴣ: SKY BUNDESLIGA 3 FHD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67488
ext,DEᶫᶹᴣ: SKY BUNDESLIGA 4 FHD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67489
ext,DEᶫᶹᴣ: SKY BUNDESLIGA 5 FHD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67490
ext,DEᶫᶹᴣ: SKY BUNDESLIGA 6 FHD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67491
ext,DEᶫᶹᴣ: SKY BUNDESLIGA 7 FHD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67492
ext,DEᶫᶹᴣ: SKY BUNDESLIGA 8 FHD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67493
ext,DEᶫᶹᴣ: SKY BUNDESLIGA 9 FHD,http://uk.redhatiptv.com:25461/rockiprv/8W11574o8yRe69Pm2/67494
